ambient_temp,humidity,gas,voc,co,core_temp,light,ph
4.5185843,59.59944,98.79791,122.51807,4.421839,4.076481,250.00168,6.7970123
5.6987977,73.208145,387.1911,207.32828,7.0455766,21.594425,603.54205,6.467989
4.5044875,58.960064,110.18762,163.20291,7.467988,19.919199,373.01883,6.2989583
4.5136266,60.053894,99.31184,124.67022,5.8137503,4.076543,250.91826,6.451162
22.855856,94.79426,427.64197,326.5427,13.5250435,21.593573,574.3207,5.3720145
4.513846,57.096256,98.78911,99.35249,3.8828568,4.076481,250.0,6.5458317
4.532172,58.287735,98.78973,126.450035,5.09097,4.076481,250.00003,6.7813706
4.518596,61.841854,98.81865,131.62466,6.031999,4.076481,250.05455,6.613912
17.157452,93.55553,426.58548,241.07661,11.102239,21.59314,600.50604,5.5918617
4.5126686,67.53175,247.92789,144.67534,8.415603,21.594656,582.5416,5.498082
4.5120344,56.359695,98.78911,123.35861,3.815882,4.076481,250.0,6.7913594
21.575811,93.75192,431.01758,284.11493,10.786891,21.5934,593.5115,5.4257445
4.532148,58.721767,98.791435,110.96338,4.3365254,4.076481,250.00093,6.578371
20.447865,93.15297,428.70438,266.7325,11.36801,21.589811,594.2545,5.960085
23.0,94.91755,440.0,350.77045,17.12918,21.578953,624.1781,4.5736165
11.677392,90.221756,411.85007,255.20627,10.180407,21.594297,594.3877,5.7246003
4.5140996,56.057903,98.789116,112.5598,3.9191725,4.076481,250.0,6.8273144
4.5100102,61.520256,100.17124,141.35345,8.103065,4.2647653,275.90686,6.448831
4.5118017,59.456543,98.9469,133.85736,6.0904036,4.076483,250.13489,6.7717576
4.5089064,62.228558,103.55116,154.18092,6.2169185,21.347143,471.48346,6.3909583
4.55334,73.19791,392.85886,130.76491,8.257916,21.594738,591.2109,5.4474473
4.5220227,58.585556,99.4813,117.56979,5.412388,4.076494,250.15224,6.728954
22.915882,94.84005,437.07742,344.25305,15.217914,21.581657,567.2731,5.0694814
4.544585,59.84084,98.78981,137.66248,4.2242455,4.076481,250.0,6.51526
4.755859,81.13294,185.43228,186.56293,12.583209,21.58908,522.77954,5.6420894
4.5231433,59.94139,98.792984,120.96196,4.5476213,4.076481,250.00093,6.622942
4.507591,60.286335,102.668434,163.85352,4.8493457,6.0049744,267.601,6.477703
23.0,94.91753,439.99548,350.73007,17.074,21.57646,618.2232,4.7108994
4.513358,61.620644,100.28358,147.1326,6.1653376,4.1649327,259.3812,6.480298
23.0,94.91754,439.9998,350.7611,17.112993,21.580427,615.93146,4.6820087
22.988121,94.88292,433.1988,324.98358,14.276501,21.591068,561.68976,5.8592796
22.992569,94.89935,439.72888,341.21313,16.34505,21.590033,598.38385,4.879043
4.580738,59.521763,98.842354,109.50521,5.953373,4.0764813,250.02242,6.5153017
4.5234995,60.7995,98.79146,113.04106,4.6155076,4.076481,250.00008,6.704224
4.5418324,58.79262,98.98256,130.76404,6.3474317,4.076485,250.20854,6.5102887
4.5249324,57.063164,98.78997,125.33036,4.403229,4.076481,250.00003,6.637049
4.5210032,62.34966,98.799644,135.46205,6.004503,4.076481,250.00243,6.66261
4.5243354,58.10402,98.81411,129.32303,4.716503,4.0764813,250.03085,6.7288
4.526445,58.314415,98.78936,131.64667,4.052005,4.076481,250.0,6.6482396
22.790691,94.245575,438.62354,321.5394,14.832025,21.581533,596.7717,5.265648
4.508501,55.519833,98.78911,113.97919,3.901085,4.076481,250.0,6.474985
4.6051745,82.39981,333.17554,141.19542,9.630188,21.594883,548.4061,5.331583
4.532418,63.231197,98.79293,123.85059,4.881055,4.076481,250.00012,6.627013
23.0,94.91755,440.0,350.76996,17.123398,21.573069,615.86487,4.5923176
4.557605,71.252174,401.55505,144.57791,7.950088,21.594887,582.9051,5.5738235
22.999985,94.91724,438.02438,349.47916,16.93588,21.54896,598.2328,5.258902
4.51286,61.664898,100.02919,166.27863,8.156349,4.093432,253.68411,6.3274693
4.5117865,70.300896,230.21709,182.26154,9.540088,21.594542,585.4728,5.491725
4.5175295,60.192616,98.79033,114.18626,4.1427336,4.076481,250.00012,6.6686907
4.5130825,58.89652,98.792465,132.73611,4.5118957,4.076481,250.00009,6.589934
22.99994,94.915474,439.54834,349.4118,16.720053,21.562357,547.03595,5.387563
4.531131,58.54485,98.79141,129.09196,4.778264,4.076481,250.00023,6.4465523
4.533893,63.258774,99.123985,139.16475,6.3130755,4.076842,250.32132,6.676272
4.5164733,64.48553,103.77373,143.6581,5.648219,4.5327725,274.05945,6.451852
4.5146227,59.992115,100.36264,146.65025,4.601665,18.033693,342.0238,6.578046
22.930916,94.874084,439.88834,343.934,15.814228,21.5918,612.5906,5.147251
22.99998,94.9171,439.98953,350.09955,16.93996,21.58834,612.01215,4.7960396
4.561405,56.988083,98.78952,111.10463,4.711965,4.076481,250.00003,6.761647
22.988483,94.84954,439.30167,341.7733,15.751872,21.576405,534.9605,5.246911
22.999422,94.91254,439.91055,345.18884,16.147541,21.552437,576.1198,5.19179
4.511423,63.833805,101.19806,171.09727,6.8544564,4.1890574,259.2195,6.482227
4.507479,62.805817,98.80027,119.3067,5.208136,4.076481,250.0016,6.715528
21.565279,93.58062,434.27988,296.86307,12.759441,21.594015,592.97205,5.844176
4.5903006,63.47977,98.84294,112.82702,5.020734,4.076481,250.03452,6.3634353
16.36277,93.237366,366.5127,287.8558,15.175408,21.588036,560.8219,5.7794175
20.77637,94.563515,428.3361,299.5223,11.4755335,21.592585,572.48596,5.3411565
4.5294485,60.231354,98.79627,123.37383,4.525813,4.076481,250.00005,6.7355275
4.5050955,71.98281,146.89139,173.85272,10.594678,21.59288,513.53894,5.5054665
4.8549333,89.521065,316.71518,190.63191,7.9741764,21.594229,572.3975,5.700791
8.9367695,92.89903,322.42615,260.56293,11.01693,21.587137,463.49905,5.224547
4.5207224,60.991333,98.81332,116.81613,5.3588505,4.076481,250.01062,6.6961393
4.610026,74.35396,235.95879,176.80174,8.451127,21.594818,589.9951,5.5064936
22.98594,94.86467,437.62222,325.41254,14.724415,21.57995,563.28625,6.0129447
4.5312223,59.41126,98.790726,128.23756,4.511633,4.076481,250.00003,6.537114
4.5513806,55.828846,98.78911,104.69037,4.022849,4.076481,250.0,6.677734
4.514686,59.59388,105.76183,153.89214,5.992058,7.269609,304.04852,6.36852
4.528834,58.87024,98.87346,110.61748,5.5265493,4.0764813,250.09352,6.4296913
4.525971,58.93483,98.78931,120.98675,4.297505,4.076481,250.0,6.7543654
23.0,94.91755,439.9999,350.7692,17.10432,21.590126,618.65967,4.6215234
4.5896635,57.849094,98.800575,121.56014,4.1723003,4.076481,250.00641,6.678836
6.4636445,91.54515,218.70247,211.9947,9.700917,21.593594,563.20056,5.5597205
4.5675006,72.012726,313.7193,153.10634,9.776597,21.594696,596.9135,5.4398255
4.516172,60.979904,98.85583,122.49462,5.2608147,4.0764813,250.07614,6.773316
4.5217505,59.874676,98.81098,121.19609,5.414317,4.076481,250.01205,6.6150107
5.267761,81.608795,401.2233,140.94333,7.8284016,21.59265,581.4372,5.8429556
4.852432,71.78138,428.34604,156.42114,8.08085,21.594997,605.30927,5.621089
4.513408,62.21947,99.13339,138.42552,5.7727575,4.076741,251.40526,6.1417427
4.510505,59.018604,98.78929,115.4947,4.122016,4.076481,250.0,6.5518293
4.516298,57.01446,99.40334,110.78534,5.845056,4.13317,254.25722,6.569852
10.993189,89.77796,425.5691,224.11203,12.691825,21.592825,593.9627,5.4226947
4.608548,84.257484,336.90576,177.62936,10.709981,21.594744,607.1945,5.2217755
22.999987,94.9171,439.99768,349.70648,16.654118,21.591093,611.13153,5.086166
13.911657,92.398705,388.81775,258.62866,11.898214,21.59216,535.0462,5.3625565
4.5140634,61.217003,99.71688,149.78365,7.8060412,4.0868096,252.6803,6.3878765
4.5168953,59.002808,98.78936,114.9053,4.0515842,4.076481,250.0,6.721814
4.520211,83.5388,145.7017,200.04982,9.790886,21.594624,510.92688,6.37843
23.0,94.91752,439.99976,350.7137,17.046574,21.584904,616.1379,4.7107887
4.512276,62.400238,101.864296,131.6776,5.512794,11.212241,323.32834,6.409399
4.508696,77.87408,129.2231,174.0161,13.469229,21.14327,370.68942,5.527629
4.5247693,73.33496,166.05191,159.42322,10.094347,21.592344,561.92163,5.6633697
22.999964,94.909134,439.9519,350.021,16.625832,21.588942,595.5082,4.9657145
19.615036,93.107956,433.21045,296.10446,12.07629,21.588194,570.6171,5.1583757
4.5100603,56.335667,98.789116,137.49939,4.2063694,4.076481,250.0,6.5684705
8.706478,87.117386,347.93335,234.64778,10.159397,21.588066,530.1791,5.6417766
22.996754,94.913536,439.55505,344.94168,16.458485,21.566353,578.24023,5.217249
4.525353,61.05122,98.797325,112.30442,5.352668,4.076481,250.00589,6.6914935
4.510096,58.59116,118.44172,119.19144,7.1496286,21.574074,592.98834,6.358655
6.0312757,84.60216,327.1519,233.0009,11.475892,21.594286,568.5428,5.4182734
4.514032,78.75801,225.21529,196.38765,13.203339,21.592287,544.4953,5.3680973
4.5627203,58.43713,108.28878,141.1281,6.28232,5.5750384,287.17618,6.3786154
23.0,94.91754,439.9565,350.60056,17.076735,21.568531,612.2158,4.780876
4.520192,64.28437,103.158936,149.78123,7.581313,5.248037,261.7736,6.4206843
22.986727,94.911835,439.79922,342.49286,14.791582,21.581371,557.2957,5.1168704
22.999392,94.91292,439.78204,349.01837,16.84221,21.572601,580.4459,4.8530807
4.5111914,62.077274,99.880005,140.29973,7.9442735,4.0999637,255.0623,6.587776
4.5156145,61.245213,296.42413,140.8982,9.942863,21.594551,605.4208,5.884123
23.0,94.91755,440.0,350.77045,17.129356,21.571898,624.2363,4.5754004
4.5111804,62.631927,103.513664,114.58588,5.2528124,14.593284,364.06525,6.1598983
4.5077066,59.07917,100.13693,121.1011,4.7753167,4.0806084,252.55128,6.6912045
4.510898,73.36995,155.76498,180.77815,7.927796,21.590351,508.02692,6.2890525
4.519504,64.54882,106.93055,154.7772,5.7836075,4.2154775,252.34644,6.4358325
5.5360456,90.0456,429.74695,239.86256,10.304143,21.594345,554.5417,5.3117995
4.5058017,62.291744,98.808586,132.1527,5.363477,4.076481,250.00197,6.8051453
4.521537,67.770996,98.82155,157.65897,6.4453616,4.076481,250.00488,6.6944013
11.463642,87.98436,414.47107,259.04446,6.995641,21.584753,607.6424,6.312606
4.7368226,64.884705,388.6889,157.00183,6.7247853,21.594912,596.2236,5.462762
4.5079136,57.02485,98.789116,109.74748,3.916183,4.076481,250.0,6.471702
4.5088058,56.766293,98.78911,100.298004,3.9128945,4.076481,250.0,6.780183
7.268144,85.66061,405.71347,273.2301,9.606245,21.59214,581.6876,5.239444
4.58055,84.46643,401.69415,201.93655,9.619753,21.594933,589.713,5.0246997
4.5018215,65.44443,134.76227,159.54248,8.943793,21.594484,524.45184,5.7697434
6.814769,92.26084,377.88873,267.75198,10.938419,21.59298,541.25415,5.7440395
4.5156035,76.900215,110.11027,204.812,12.501161,12.092255,269.80157,5.5850716
4.513942,57.223984,98.84729,160.05254,6.8926425,4.0764813,250.03876,6.400153
4.559506,57.863964,98.791245,117.38016,5.043549,4.076481,250.00014,6.6802464
4.5137024,58.83191,98.79196,109.52758,4.1850977,4.076481,250.00018,6.6266274
4.5201097,59.82086,98.78942,127.81801,4.589158,4.076481,250.0,6.804102
4.512661,59.368515,99.03622,125.313545,5.179313,4.076493,250.46622,6.601701
4.529707,59.21125,98.936134,138.9563,4.7000513,4.0764813,250.12584,6.692854
4.516292,57.617477,99.10959,139.35286,7.5154176,4.091833,254.61371,6.5373545
4.5270286,62.291317,98.90716,127.331795,6.5522723,4.0764823,250.10515,6.6807694
4.5308175,57.6964,98.79037,135.77345,4.3892,4.076481,250.00012,6.594224
5.188632,88.62692,259.6372,237.64284,11.286807,21.591955,536.11993,5.2372403
4.516805,70.30691,247.82318,180.83203,11.798246,21.59358,563.7732,5.3819103
4.505794,75.46713,124.64562,157.85033,13.515234,21.331154,374.63654,5.619444
23.0,94.91755,439.9998,350.767,17.110313,21.582067,616.5895,4.5965595
4.553067,62.057076,98.813484,128.46437,4.44163,4.076481,250.00655,6.483463
4.504871,59.65659,108.717125,138.48271,6.8655915,7.1513224,294.57135,6.3317456
23.0,94.91755,439.9998,350.7652,17.108587,21.586592,615.3978,4.634532
22.399956,94.05465,438.90604,259.42532,12.6588,21.592075,599.2938,5.357053
4.5425534,59.277477,98.919174,124.897285,6.054216,4.076483,250.12701,6.533938
22.968456,94.55465,439.79874,334.8894,13.934474,21.589561,606.25696,5.227695
23.0,94.917465,439.98782,350.67584,16.894667,21.569416,609.9299,4.664383
4.507312,60.78883,101.939964,129.35568,5.7695727,16.91857,333.29004,6.4248886
4.525101,56.68486,98.78914,114.23961,4.0967083,4.076481,250.0,6.6113205
4.5156617,63.518932,99.24441,147.18663,4.9818845,4.08539,251.67805,6.425492
23.0,94.91744,439.96835,350.50024,16.663599,21.576723,583.483,4.9989815
4.503537,58.680187,98.789215,134.35815,3.9089465,4.076481,250.0,6.4011216
21.377077,94.002945,423.80228,297.7326,13.084957,21.578926,553.71674,5.4552608
4.518706,63.946712,102.92978,160.30832,6.113429,5.396775,273.72375,6.3620973
4.5084715,63.194798,99.817505,172.11633,8.502374,4.0976796,252.49869,6.577394
23.0,94.91755,440.0,350.77045,17.129425,21.576704,620.65314,4.571395
4.788507,69.987076,402.35233,172.38864,8.692124,21.594877,603.78796,5.7324095
4.5915728,61.084373,98.92109,111.01665,6.412119,4.076481,250.07626,6.5013123
4.5456104,60.769207,98.90316,141.3386,5.552665,4.0764832,250.12556,6.51196
4.518595,62.081726,99.094765,137.66196,6.0345592,4.0792046,254.19157,6.581606
22.867195,93.9934,438.4539,328.8043,10.380716,21.588535,608.46436,5.8205776
4.525149,62.204037,128.00563,137.98553,5.572356,11.896994,308.29507,6.060132
4.518938,62.131153,98.80482,132.61018,5.0267153,4.076481,250.00294,6.4541163
4.5126786,64.817024,98.789635,102.942505,5.7315645,4.076481,250.0,6.389592
4.5170026,60.102127,99.10815,140.85052,5.3191805,4.07658,251.1248,6.5984025
18.923986,90.04149,436.14905,295.45166,11.063786,21.594332,596.49066,5.578355
22.882887,94.85996,436.69992,323.24777,14.014649,21.591246,610.3835,5.6588616
4.5151763,58.508053,101.09146,144.4553,6.370651,6.9569283,311.42673,6.207539
4.515685,59.977055,98.791595,105.883354,4.5939107,4.076481,250.0003,6.6396112
22.75563,94.563675,438.34048,323.88394,14.813844,21.574846,598.2226,5.612336
22.999634,94.912094,439.89322,349.85574,16.724092,21.584877,591.23566,5.014765
4.5718536,61.76676,98.78992,113.81235,4.7585025,4.076481,250.00003,6.684794
23.0,94.91755,440.0,350.77042,17.12816,21.566032,624.9825,4.5823946
4.5290356,59.202076,98.816055,127.762344,5.2751164,4.076481,250.01074,6.7614007
23.0,94.91755,439.99988,350.76984,17.11949,21.579168,618.5223,4.676025
4.5595946,72.26559,315.37064,161.6131,12.298225,21.594692,577.9543,5.587934
22.94256,94.84422,437.17154,342.43094,14.86759,21.58608,594.1102,5.2249913
4.5332956,64.23025,98.79007,126.53571,4.7961273,4.076481,250.0003,6.726922
4.5286756,61.040268,98.79049,109.462425,4.457563,4.076481,250.00023,6.7679634
4.5266895,58.13103,98.78933,116.95785,4.151896,4.076481,250.0,6.7643943
22.999598,94.90805,439.57538,347.07214,16.534834,21.588507,598.9882,5.8899446
4.519476,62.552597,99.121376,145.74599,7.5027485,4.0765777,250.71889,6.4084396
4.503042,62.06127,137.0153,107.26561,6.1271853,21.586136,546.3882,6.4543552
4.531754,59.83323,98.84002,136.05377,5.8677626,4.076481,250.03165,6.4491034
4.5315213,62.083736,98.790436,133.59639,4.8591466,4.076481,250.00008,6.490562
22.998535,94.902374,439.26923,348.66437,16.83815,21.575926,599.1619,4.947647
22.998537,94.907616,439.63168,342.74103,15.892997,21.577734,591.46704,5.3042984
4.50656,59.181423,98.789246,112.11646,4.095241,4.076481,250.0,6.73712
4.5149674,61.505222,98.79389,113.44305,5.7056017,4.076481,250.00235,6.6907535
22.999998,94.91718,439.82935,350.65216,17.045874,21.578056,589.52606,5.228172
4.536145,60.368355,98.88919,120.25683,5.8064413,4.0764813,250.05992,6.539242
4.512907,58.626186,100.311714,112.85193,5.2179985,4.1791983,278.09427,6.709036
4.5205984,56.381115,98.80115,130.85732,5.4548087,4.076481,250.0353,6.6263494
15.901371,89.28529,433.9533,231.80527,9.101933,21.590662,591.87585,5.78663
21.272373,94.55834,431.3144,310.55438,14.842758,21.593933,572.006,5.5644803
4.5175915,58.66256,99.24535,131.81198,5.0502744,4.0781903,251.60202,6.5956373
4.5176353,65.3594,296.01132,149.62216,7.955374,21.594416,578.6123,5.792656
5.387036,85.46428,262.57275,183.34737,11.604676,21.594614,549.79126,5.977695
22.73431,94.76513,438.1867,311.29962,13.818641,21.581966,597.6745,5.409356
4.521657,56.796307,98.78934,103.492355,4.1136107,4.076481,250.0,6.7057014
4.536078,55.95178,98.789116,115.90918,3.87391,4.076481,250.0,6.6548543
4.5266433,59.864986,98.79147,143.09813,4.9427404,4.076481,250.0008,6.2707233
23.0,94.91753,439.99835,350.72415,17.062029,21.585857,597.1673,4.8173594
4.5094776,59.608696,113.99212,143.5592,6.2792344,15.734522,346.91153,6.37214
23.0,94.91753,439.97183,350.697,17.062107,21.457804,599.6263,4.687831
4.5207496,71.433426,339.5326,156.87466,6.624769,21.59496,586.5632,5.411102
4.5200515,59.946064,98.80482,152.7787,5.397078,4.076481,250.00371,6.573494
4.512327,58.149773,102.663506,142.59346,6.8014207,10.182425,376.10394,6.304062
4.5212,61.22127,99.17829,158.71141,5.4260817,4.076501,250.47949,6.6038117
22.945276,94.77263,435.74985,325.02567,14.808248,21.56848,566.27716,5.4379835
4.5184374,59.642536,98.79274,125.08365,4.421317,4.076481,250.00041,6.6679587
17.35159,93.73644,314.00217,295.55176,14.758884,21.5872,559.5792,5.216132
23.0,94.91755,440.0,350.7702,17.127447,21.587936,626.09375,4.5897446
4.524221,61.48136,98.79969,125.050415,4.960065,4.076481,250.00046,6.6706495
22.999306,94.91328,438.55548,349.855,16.052914,21.578465,585.14996,4.9390655
4.5456724,59.627407,98.84203,144.1512,4.966389,4.0764813,250.05588,6.5419307
23.0,94.91755,440.0,350.77026,17.12455,21.587215,622.4552,4.589623
4.707046,74.120926,353.28885,177.01448,10.443824,21.594822,596.8365,5.468205
23.0,94.91755,439.99994,350.76462,17.096107,21.58457,601.87036,4.6141253
22.998716,94.90157,439.29834,347.38675,16.562796,21.589928,580.9073,5.06894
19.530771,94.42991,428.25815,306.33542,10.825212,21.579327,605.2033,5.73343
4.5064325,72.93358,257.3987,172.4301,9.584153,21.594938,575.3423,5.3328085
4.503903,69.53445,158.60013,165.12978,11.260637,21.594744,576.26514,5.421744
4.532683,60.736732,98.818756,120.6331,4.617684,4.076481,250.00172,6.7797813
22.999956,94.91726,439.96506,349.32083,16.595568,21.57416,584.64026,5.028187
4.528849,57.92235,98.79388,130.05873,4.5291576,4.076481,250.00014,6.652624
4.528665,57.91751,98.79027,137.72935,4.405255,4.076481,250.0,6.7092
4.5301194,80.10273,198.865,219.02307,13.198746,21.590069,460.07178,5.437672
22.996796,94.882866,439.9002,338.8707,11.871213,21.59172,578.0873,5.2219744
22.99963,94.91535,439.96445,349.24774,16.799131,21.583912,602.74274,4.8306828
4.514002,60.381645,98.79219,121.662315,4.3250666,4.076481,250.00003,6.606084
23.0,94.917465,439.98557,350.46548,16.880798,21.580624,607.8859,4.9045653
9.157754,85.93737,335.28107,227.63483,9.34463,21.59466,548.5091,5.9070415
4.5714397,63.214043,98.811485,126.60073,5.294727,4.076481,250.01247,6.7168756
4.510003,64.074425,120.67486,137.90768,8.726366,20.860483,447.40024,6.2712636
23.0,94.91755,440.0,350.76862,17.109253,21.562168,617.4156,4.6003537
22.999289,94.911835,439.51572,346.96902,16.504421,21.579205,609.5722,5.0125265
4.8688617,76.82938,338.35535,206.3352,9.310993,21.593159,570.9944,6.4473224
22.986776,94.80134,438.29675,345.0675,16.08699,21.585873,563.85345,4.9180107
4.527292,57.12521,98.792534,112.42753,5.404582,4.076481,250.00023,6.627705
4.5113225,58.760216,98.9075,124.93743,5.1165037,4.0764813,250.04356,6.6978846
22.949623,94.788994,438.76834,321.02368,12.805581,21.583368,585.6029,5.7081313
4.672484,77.1494,280.76898,186.1352,10.55347,21.592237,552.73944,5.8739867
4.5896335,91.27688,241.82979,235.34422,10.762063,21.594872,545.74634,5.8228846
4.5168614,57.111588,98.789116,107.63203,3.9719708,4.076481,250.0,6.5780063
22.858366,94.76657,435.40778,309.21252,14.526672,21.57995,470.13425,5.5334654
4.5260506,58.605274,98.78918,107.53793,4.048594,4.076481,250.0,6.8341813
4.510486,61.79045,110.859695,127.99918,8.797948,20.916645,437.01657,6.4304504
23.0,94.91755,440.0,350.7702,17.123545,21.587938,623.6714,4.6760507
4.508827,63.948704,99.0989,126.28704,7.1680713,4.0767665,251.64998,6.5532436
4.522109,63.28813,98.97033,109.203316,6.1784253,4.076481,250.03651,6.7138863
4.5533886,58.189133,98.800354,114.538506,4.5520205,4.076481,250.00346,6.5850024
4.511473,57.21299,98.790405,116.43082,4.1569805,4.076481,250.00023,6.4810185
4.5371447,64.628044,98.85388,127.48543,7.4288216,4.076481,250.00833,6.447429
4.5197926,62.082447,98.7955,142.60637,5.842958,4.076481,250.00069,6.693787
4.5277843,61.706028,98.84637,113.69372,5.737148,4.076481,250.02829,6.7431345
22.99934,94.91416,439.15866,345.99536,16.729015,21.589571,591.5852,5.8604064
22.99893,94.908226,439.57367,348.92435,15.143592,21.585392,573.59576,5.34891
12.021904,90.22947,389.51746,270.19992,14.541803,21.594208,567.5684,5.4300346
4.5283294,60.955017,98.83645,138.28928,6.0256777,4.076481,250.01166,6.6142864
4.8727865,85.90991,351.28058,174.29141,10.201247,21.594633,572.6109,5.271352
22.771114,94.80924,386.11707,332.33075,14.835449,21.588028,533.0661,5.947951
4.5114346,62.895336,98.792145,107.1382,4.5450234,4.076481,250.00009,6.728929
4.5107427,58.02958,98.78973,107.4409,4.021949,4.076481,250.0,6.8066087
5.9495773,90.89241,392.45175,169.8679,12.816374,21.59485,606.78033,5.4589596
4.5381813,59.355827,99.03819,137.62312,6.0134306,4.076482,250.13126,6.56704
21.496555,94.43488,370.92612,272.42203,14.386353,21.585546,525.4499,5.9969993
4.510314,72.21524,106.497734,136.74715,7.9895515,20.812206,339.92197,5.8008194
23.0,94.91748,439.951,350.68143,16.90156,21.590229,600.0943,4.8044877
4.5145826,60.03958,98.79257,116.5992,5.0448713,4.076481,250.00005,6.6447473
18.125343,92.58451,439.50305,277.91202,8.53075,21.594612,617.7361,5.258442
4.510189,59.37375,98.789604,110.01259,4.026239,4.076481,250.0,6.6191807
4.5142727,59.963318,98.91379,113.480255,5.8328414,4.0764885,250.16087,6.3595843
4.510266,58.94578,98.79091,125.27697,4.1682787,4.076481,250.00008,6.78218
4.514826,60.85168,98.79533,153.18472,5.0568185,4.076481,250.00008,6.720661
23.0,94.91755,440.0,350.7704,17.12612,21.577303,625.3639,4.575075
4.5484867,59.737667,98.789474,112.24832,4.694329,4.076481,250.0,6.460493
4.519607,57.188557,98.78923,107.52683,4.084883,4.076481,250.0,6.6568003
4.530727,60.889503,98.85007,132.38419,5.8431673,4.076481,250.02756,6.7127357
4.5188823,71.40495,316.86432,152.0712,8.849423,21.594593,570.6709,5.7035604
4.5709176,72.810684,411.5238,159.88583,6.964134,21.594767,600.6249,5.7519107
4.527035,58.857197,101.363655,135.80284,5.9528494,4.120555,254.13664,6.266321
4.55119,57.16555,98.97007,137.59456,5.1559825,4.0764937,250.51495,6.595011
4.526207,72.58092,165.56279,220.4101,11.837064,21.578897,479.65332,5.495192
4.506445,56.313,98.78911,112.46617,3.8729615,4.076481,250.0,6.640265
22.971865,94.76211,439.8369,332.902,15.332226,21.59352,606.90533,5.3920584
4.5398993,59.224842,98.792114,128.5846,4.5897756,4.076481,250.00012,6.65719
4.5287976,62.10928,98.7971,145.76088,5.974161,4.076481,250.00941,6.7511954
15.63881,92.35149,430.645,248.97664,11.823127,21.59305,576.4106,5.382265
4.5092015,77.506256,277.0656,183.58806,9.49714,21.594955,598.4895,5.5275106
4.5300903,60.880142,98.79639,136.49144,4.9761667,4.076481,250.00172,6.57528
4.5212274,57.619972,98.78915,108.570854,4.0175753,4.076481,250.0,6.6234694
4.5254683,58.743744,98.79382,135.98509,4.282621,4.076481,250.0008,6.4947486
22.999998,94.91743,439.99908,350.31903,16.933426,21.58746,621.1718,4.736535
4.5171366,60.691868,98.81212,122.08115,4.512558,4.076481,250.01083,6.687273
23.0,94.91754,439.99756,350.7482,17.08471,21.520548,601.4126,4.6569285
22.999987,94.9172,439.99527,350.32944,16.780993,21.55212,584.1554,4.707576
4.7975335,79.613976,395.083,186.24814,9.595761,21.594975,599.2046,5.3235483
4.527787,62.9673,98.79483,125.505165,4.700954,4.076481,250.00087,6.7253137
23.0,94.91755,440.0,350.77045,17.12906,21.592962,626.92816,4.5705256
4.522497,59.77323,99.179855,121.32287,6.446674,4.101779,255.9678,6.505157
4.5233727,59.273445,109.46516,115.37987,6.2916846,17.611172,303.93658,6.0097175
22.978617,94.84565,435.4377,337.11417,15.266947,21.591745,531.6304,5.413238
22.899532,94.73143,439.7576,336.20853,15.430734,21.593098,603.3068,5.396981
23.0,94.91712,439.97562,350.4765,16.942532,21.58765,600.118,4.811164
23.0,94.91752,439.99283,350.69583,17.08688,21.581223,604.5152,4.71484
23.0,94.91752,439.99677,350.63235,16.953733,21.58806,608.2754,4.848396
4.5098166,58.58138,99.59161,140.24855,9.005825,4.1310806,254.19638,6.3040423
4.536614,58.282627,98.8072,144.33119,6.0253572,4.076481,250.01262,6.601573
4.548347,59.325966,98.79434,119.39686,4.3797445,4.076481,250.00018,6.667535
20.964901,94.51053,429.6719,278.21625,14.669478,21.592625,594.2,5.3415537
4.515565,61.9492,98.969055,116.44416,5.065009,4.0765166,250.23027,6.6316276
22.999998,94.91729,439.9939,350.6158,16.802559,21.583874,613.2421,4.738645
4.535027,56.710365,98.789154,108.545876,3.9567256,4.076481,250.0,6.652862
4.526644,59.546303,98.80314,131.16008,4.293141,4.076481,250.02902,6.7005935
6.0149846,93.465836,242.35057,289.07495,10.897973,21.592741,557.133,5.4915385
4.553794,59.414135,98.789734,102.10249,4.2138577,4.076481,250.00008,6.6465373
5.2740293,78.12172,328.05344,200.08295,13.445583,21.594553,580.9874,5.3802395
4.560368,58.100758,98.79048,164.68938,4.45039,4.076481,250.00005,6.298315
6.0988045,78.98677,392.46146,209.13403,11.131791,21.594715,592.91986,5.7336316
22.990225,94.86523,438.3628,341.1614,16.122248,21.548233,575.44293,5.456675
4.5156727,70.67959,274.82693,151.88277,10.414912,21.594942,589.47064,5.6834803
23.0,94.91755,440.0,350.77045,17.12742,21.585716,625.43097,4.5744147
4.5160813,62.27344,98.80347,126.31399,5.73661,4.076481,250.00645,6.6954975
4.5191884,58.131714,98.79015,114.703156,4.030505,4.076481,250.0,6.4002895
8.63352,88.627304,352.56125,221.76787,10.874319,21.585604,546.4189,5.7695875
22.999125,94.864006,439.84973,347.68927,15.385064,21.592066,607.23694,5.472293
4.5207148,59.363564,98.789505,124.41887,4.622117,4.076481,250.0,6.670253
4.65994,71.23591,381.6694,242.7086,7.2438664,21.594984,608.591,5.857747
4.510678,59.71266,98.78963,108.226555,4.118538,4.076481,250.00003,6.5581765
4.530047,62.806248,98.79315,125.486694,5.582055,4.076481,250.00116,6.5312614
4.564829,63.979984,98.819046,120.094406,5.3122907,4.076481,250.00484,6.7003546
4.5434694,68.10095,99.112885,131.75151,8.747513,4.0764856,250.15154,6.525145
12.404401,93.41631,377.1515,274.7981,11.125282,21.592012,544.3526,5.5473742
