Sr_No,Fruit_Type,Climacteric,Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Ethylene_Production,Respiration_Rate,Sugar_Content,Moisture_Content,O2_Level,CO2_Level,Days_Stored,Shelf_Life,Spoilage_Resistance,Freshness
1300,Apple,True,31.9,70.2,8304.765438284907,2220.179012276254,108.5,31.2,175.4241297757655,4.376206217822091,0.53,143.81,2.9,72.8,19.639116569012238,1656.9645788632424,27.732996132593485,21.129243435658204,7,spoiled
1721,Papaya,True,31.9,63.5,1734.367079746761,542.4939498239683,45.6,31.7,229.3661732258335,6.0,7.47,161.4,6.8,81.2,19.45942118730912,1820.1209138519657,4.120448316337288,9.619730122023663,3,spoiled
1383,Cherry,False,28.0,70.6,977.0026834243007,603.6082462501439,29.4,27.2,169.85434367382334,5.666672939125474,0.14,93.91,10.8,73.9,19.2306141361563,1951.0634275744264,5.672686568837287,8.100842161055692,3,spoiled
1677,Watermelon,False,26.9,61.7,1396.970044800319,1149.500200259799,20.7,26.2,64.54189534300063,5.136846973060831,0.04,31.94,5.3,77.4,20.983442392877798,1851.53920326235,20.09994883155182,18.663948906510896,5,spoiled
1979,Papaya,True,23.2,58.8,6430.983218901582,1559.6779852734378,25.8,22.4,210.20432667395406,4.7732235402221965,1.24,72.53,11.2,79.8,20.046989217066248,1228.7605300148239,7.8041008369235305,6.40626688612743,3,spoiled
738,Blueberry,False,18.7,60.2,378.6386210748457,280.53818585842095,8.6,18.1,284.66549459465887,6.1,0.02,26.44,11.5,78.1,20.372172642764454,1176.1112660721708,6.338551765934553,10.558556209590916,4,fresh
1473,Blueberry,False,27.5,82.5,815.4065890628507,644.3807193466771,40.5,27.1,228.66418392344798,4.9332862250251575,0.07,97.97,7.5,74.8,18.943207166723507,1511.062314879698,8.610540933252903,11.14875452562081,4,spoiled
713,Apple,True,3.3,85.0,159.79972574546724,48.85575274633665,1.8,3.1,11.255428595300499,6.0,0.64,7.36,12.7,83.9,20.303397453497343,434.5083300405969,2.43034585056461,29.453529563407564,7,fresh
1028,Cherry,False,26.4,62.4,1640.6693650140962,871.5765065147109,35.2,25.5,208.5560465097945,3.5,0.08,49.14,12.8,70.5,18.2615738157553,1460.5419716943,10.781992423892259,5.028672179232595,3,spoiled
1289,Strawberry,False,11.4,74.8,1411.1719709106153,636.6176579873168,6.3,11.0,89.80727059448665,5.514584404132135,0.1,19.4,6.9,87.5,19.55406848528282,813.9430456752835,6.361795595094032,4.970628204287728,2,spoiled
1992,Banana,True,29.6,63.7,6244.651244391512,1913.6511921298688,110.7,29.3,296.3855578501209,4.213810484205519,182.9,206.82,14.5,63.0,19.723142345856996,1846.6502178339651,13.4024503686323,7.492675366344096,4,spoiled
1703,Peach,True,23.4,61.4,6863.741699940838,1270.5913106256044,53.9,23.0,131.01717321327112,5.077026852841171,58.45,189.27,11.1,83.6,20.928096835245604,939.1095980208858,4.226734864395409,3.3375955821477508,3,spoiled
1381,Cherry,False,29.6,84.3,1925.2871057560033,1068.8590190623377,70.5,29.3,194.48483054898168,3.5,0.11,71.67,11.5,68.5,18.40539846355337,1197.820601917166,10.197880325760249,4.233369637582079,3,spoiled
1557,Papaya,True,29.5,83.3,2942.3370949376476,2028.3518315877561,56.3,28.7,179.94160664649553,5.205962150950886,22.23,184.58,7.4,81.0,19.7000518394043,1342.7687739676758,5.245697690956104,7.679961536801339,3,spoiled
1326,Grape,False,15.4,67.1,296.31664088472263,275.3918575197515,4.8,14.8,162.11405712318634,5.2,0.05,14.92,15.3,77.9,19.568132353706773,1223.2551945637474,6.009292549477673,7.456477903252769,4,spoiled
1263,Papaya,True,26.0,95.8,3259.0205734665124,761.9192580771949,31.9,25.0,270.6458410140272,5.491887577427852,53.07,104.79,9.7,82.4,18.311047161198132,1145.1585770741065,5.196993970550691,8.637517593255367,3,spoiled
1492,Mango,True,25.1,88.8,6204.141857340401,1222.932881221397,56.9,24.7,257.2423736445181,3.924463454946933,8.02,101.24,11.3,70.5,19.493323981321943,1741.0021023975974,14.513121710736701,13.867671260531004,5,spoiled
1133,Kiwi,True,24.0,90.6,6798.360072842142,1687.8929206862185,80.3,23.2,226.4078411880289,4.378154781553159,0.94,91.96,7.0,70.2,19.19529216920165,1436.1502104508147,21.436474551013625,16.914721711931037,4,spoiled
180,Peach,True,6.2,88.4,452.67502440764315,165.6706468124494,6.8,5.6,45.815307816268465,6.7,4.27,28.08,9.4,87.5,20.65301082676373,620.3972874749526,2.129985057947536,6.43612445565852,3,fresh
1438,Orange,False,34.5,71.8,1978.0215330274084,1220.2052496385043,61.5,34.0,373.6204514257123,4.466192333034594,0.22,64.34,0.0,73.4,19.467499134249778,1938.1178562566704,37.81547643142635,25.65776051771377,6,spoiled
614,Cherry,False,5.6,89.7,210.23302405928058,101.3396631760344,3.0,4.7,42.00479796423321,5.5,0.03,11.09,16.4,79.8,20.086659737261346,323.23566921599115,3.3837402706960678,5.499431328978099,3,fresh
236,Pineapple,False,3.0,91.9,142.48466334179875,57.39558800283286,4.1,2.0,47.41566301200509,5.8,0.06,11.05,11.9,84.4,20.02835486599367,445.2030239437282,8.763897861419174,11.179292593802025,6,fresh
656,Tomato,True,22.0,52.3,1666.095591261401,458.2472763294924,14.9,21.1,155.22301717250056,6.1,19.64,50.45,3.9,88.3,20.388868556010827,957.1443376618513,4.779049507949686,9.555869516767302,5,fresh
694,Strawberry,False,33.4,63.8,524.3549708376016,385.09435309867547,43.8,32.7,208.27223876017612,6.4,0.26,185.98,6.3,86.7,19.698059383578514,1293.30861071971,1.7641403664674429,4.987782078369047,2,fresh
117,Peach,True,7.1,89.9,1460.5239267550066,388.5125462632055,5.3,6.2,49.41778863175904,5.083499233898472,89.14,22.18,10.7,87.8,20.452909233229246,340.8070898765103,2.0444546032698847,3.2438394709810625,3,fresh
413,Mango,True,22.4,93.7,2400.4838474268404,950.3034274160809,38.8,22.2,234.13424423828553,5.3584802798097675,31.2,130.85,15.2,78.3,18.85432013666833,1367.2935250002838,4.821336257088905,7.277598405505229,5,fresh
528,Cucumber,False,6.5,91.0,297.16167646196084,170.5347567802562,2.6,6.2,24.04875165392597,6.170231970152864,0.09,9.32,1.9,94.4,20.81249961212256,371.1343098514981,4.110257456650654,13.723113470436777,5,fresh
599,Pear,True,20.3,62.9,1238.8319086822808,389.9846444250023,10.6,19.7,263.01704582295974,6.3,13.59,43.34,11.4,82.5,20.318996202551652,1025.3063713635347,2.230754263383461,6.596483457936458,5,fresh
1176,Cherry,False,29.2,80.6,1375.0186502891738,733.04850638361,22.7,28.4,304.5020424014771,4.841858720673538,0.22,51.71,13.7,74.4,18.10722384345403,1479.6159648777239,6.877113660517544,7.141045430138275,3,spoiled
524,Apple,True,8.2,97.1,401.7609888575974,185.0946231926254,3.4,7.7,1.1048651859417835,6.9,0.28,10.35,11.2,82.6,20.788968567229656,499.9836711376432,6.340342122975865,19.670363760413643,7,fresh
131,Mango,True,5.6,87.4,650.9655716579164,322.8649306847864,9.2,4.8,19.07444672875944,6.127102787133804,2.66,32.24,13.6,82.1,20.77739157595442,337.86258158678214,4.197696428739465,9.605638810548589,5,fresh
1101,Cherry,False,30.1,79.4,1688.1179969178124,685.3742725817413,53.2,29.7,356.07386635367476,4.1619675657571555,0.26,94.54,11.9,70.6,19.44508084768662,1541.1532645411385,9.442869830071587,9.906478328985273,3,spoiled
1461,Pear,True,26.6,80.7,2106.5173383151127,1567.1004345822712,20.8,26.4,228.72854576083478,4.920687377980967,26.43,58.51,8.9,75.5,19.89138366859528,1193.9593261525188,7.735590360150787,12.513798401903625,5,spoiled
741,Cherry,False,4.6,85.8,174.17506271822154,43.31320072917928,2.6,4.3,38.88323687296294,7.0,0.03,11.43,13.8,80.7,20.172590679902353,720.8293113427951,1.2062960369026554,4.269980466162238,3,fresh
1301,Grape,False,25.4,94.5,1685.650962087936,942.6733353922075,13.2,25.0,239.8919125198579,5.19426558848223,0.2,27.48,16.5,68.9,18.748367767523852,901.1124465370069,13.972073767823787,13.403915659984788,4,spoiled
395,Tomato,True,7.0,88.4,298.3802250404889,117.20227390915905,4.3,6.5,42.738031028803825,6.1,6.49,18.85,3.2,92.8,20.747819708696856,774.4358236707803,1.3531048302113788,11.178299840488595,5,fresh
582,Blueberry,False,2.0,84.0,125.75304138074746,42.12887672581554,1.5,1.8,21.83402825267236,6.4,0.05,6.03,12.4,84.4,20.87217086972917,712.9831502846523,2.409239034383965,10.976876547456257,4,fresh
756,Peach,True,26.2,88.8,1773.469177219415,461.03803180774037,62.4,26.0,222.58528065166263,6.694086767537793,94.45,275.81,7.2,86.3,19.180036017158937,1133.5646360105097,1.3131495988243613,6.132810031317104,3,fresh
1401,Blueberry,False,23.0,84.3,1403.8096158676435,545.4810582869839,34.3,22.6,177.87002412859056,3.9595471380963922,0.21,59.17,8.2,71.9,19.718884651676937,1396.3958487254008,14.116248236945186,12.760306575687018,4,spoiled
336,Cucumber,False,1.7,92.6,133.4082026687245,49.33032205703802,0.7,1.4,3.5488261432165102,6.2,0.07,2.58,2.4,94.9,20.48600735925777,693.3938284884582,4.202674843747349,11.579947147093932,5,fresh
767,Apple,True,5.7,87.6,303.2035945272725,141.53569720824717,2.6,5.1,30.81858636460782,6.1,0.56,7.92,10.0,84.0,20.357027497143516,425.6598909098357,6.2166603617964515,20.414095976164134,7,fresh
1594,Papaya,True,26.3,63.6,6993.02424770362,1548.288345757426,40.0,26.1,395.44787048814,5.13689389685888,5.59,100.1,10.9,81.2,18.961938172023103,1408.5784787557554,5.717434684030204,5.440164905447585,3,spoiled
1793,Orange,False,21.5,75.0,841.4326735794596,510.8554480754171,20.7,20.6,53.033488718573516,4.833203826364313,0.2,31.76,5.8,74.4,18.15521163716747,2089.446502515128,22.517741763297945,26.56670642887677,6,spoiled
1582,Strawberry,False,22.7,85.5,1703.8242049156122,951.7061217601688,18.3,22.2,156.80089570947197,5.085122772936493,0.06,46.95,7.3,84.3,19.249491240894454,1319.7062872902175,5.7404561678488335,4.732099543059513,2,spoiled
213,Grape,False,7.7,85.3,160.89284056561664,112.80137237989067,1.4,6.9,22.358881792280922,6.7,0.01,6.0,15.9,79.5,20.90424350325753,648.6749987417079,1.7092726631070037,11.526589311488623,4,fresh
81,Pear,True,5.4,91.6,319.17414573534853,149.0869165985319,5.6,5.0,1.5812698258775626,6.6,5.27,19.16,12.6,82.3,20.96256795955738,368.71376661511096,4.702773358468352,13.758213927551708,5,fresh
965,Avocado,True,18.6,77.3,2097.4031436757414,687.4805595038164,42.7,17.6,72.6149314959636,5.6,141.15,129.93,1.2,68.3,19.277457805043515,1881.691827558054,6.442385219104002,7.129429515434742,6,fresh
1885,Tomato,True,21.2,60.3,1654.2481352795385,563.1399229653505,21.3,20.8,148.3497284297096,5.4,53.42,60.07,3.0,85.5,19.522214742611247,1146.7895096097982,7.698093819318162,12.812417109270221,5,spoiled
261,Grape,False,6.0,91.9,188.60954139876466,90.39783894609121,1.6,5.4,41.98064275641961,6.4,0.05,5.63,21.7,80.1,20.515373782383477,789.5250284306406,3.928611700701152,13.251560774190965,4,fresh
1511,Blueberry,False,25.8,75.5,966.3220076011114,506.89414857539157,32.5,25.0,391.62931273223376,4.2561641815838485,0.23,76.09,7.7,72.2,18.745336013580875,1261.6006955206085,10.582870350371467,13.632680697422177,4,spoiled
1084,Watermelon,False,24.3,69.7,648.0232821597201,1042.6225086825316,13.7,23.7,158.9183230663605,4.755833145977063,0.1,28.05,5.0,77.7,17.93534541696495,1176.5199342946235,14.455638134736757,17.656408560218303,5,spoiled
156,Pear,True,7.4,94.7,568.06706041234,185.32993272135664,2.8,6.4,4.009935075536414,5.9,2.18,10.16,9.1,83.8,20.165842939340145,304.17480340774654,3.624902754075659,9.505642656680086,5,fresh
827,Pear,True,6.3,90.5,311.6164910996044,100.36284321074464,2.7,5.8,49.369095932281795,6.9,1.02,11.84,15.0,83.4,20.850378008170136,762.481872798498,1.208123250677428,8.187929495091645,5,fresh
1224,Tomato,True,26.7,88.2,8885.068563243716,2083.989957364461,50.1,26.4,225.04808565043413,4.340236471295095,12.29,72.9,2.3,79.9,19.45847956547453,979.3218704006829,17.87466755988809,13.532523310631124,5,spoiled
138,Banana,True,4.8,89.2,206.76420183175992,57.287218274966094,2.7,4.0,43.76159121290488,6.6,153.03,10.83,15.5,73.6,20.46742792634233,520.2517933385635,2.579914368974917,13.147809888873578,4,fresh
1947,Bell Pepper,False,27.6,73.0,806.7848272717615,844.6418119192573,23.5,27.0,190.30119241678204,4.335494368310486,0.2,45.39,2.3,79.1,18.933884237876214,1234.088064211497,15.90934814457118,20.30439825181547,6,spoiled
1967,Blueberry,False,23.6,81.4,812.9072422764892,1019.5666662103761,23.5,22.8,226.45162857304723,4.755786449683979,0.16,46.34,8.5,73.1,19.014009695117252,1170.7293800901837,11.29173656800101,13.156755684324452,4,spoiled
1977,Grape,False,26.3,88.6,1044.0485605915217,1290.347640606341,23.6,26.1,158.1288359646362,4.552546336577972,0.15,41.3,14.2,69.5,19.921394122302306,1687.013367742401,10.513462359252225,8.466444592278537,4,spoiled
908,Cherry,False,28.1,68.0,474.4084576818712,281.85328746562817,17.4,27.3,220.29340478850474,6.9,0.05,74.1,11.9,79.4,19.385622336804683,1133.9526355175549,1.727028224572888,6.769638184486315,3,fresh
1319,Tomato,True,19.3,56.6,4699.447624527089,1405.1350111698052,14.1,18.3,299.4694154385041,4.822863127642165,12.58,40.33,3.6,86.4,20.541689840333145,965.6532341720363,7.441122956380117,8.258914530249195,5,spoiled
608,Pear,True,3.1,86.4,410.623693826513,113.46779145571905,3.7,2.8,5.606904066539825,5.9,21.88,11.51,9.1,83.2,20.718776433408053,352.8260593025217,5.883456876743222,7.752666974111085,5,fresh
1925,Pineapple,False,32.5,65.3,1450.0718528161644,946.7660248465318,153.8,31.9,246.35118468976808,3.5,0.3,135.84,7.7,72.5,18.921785547567517,1461.198034912962,23.757709185915918,13.19013025372817,6,spoiled
323,Kiwi,True,5.4,89.3,255.77124551630195,88.56498379556773,2.7,4.6,3.4149783998732532,6.3,0.59,11.06,10.6,82.4,20.590891690376324,358.8092326497832,2.2904796745304763,20.49149467105415,4,fresh
1695,Kiwi,True,22.9,72.9,2749.806891794213,1133.9253067622076,31.4,22.2,51.8869904669345,4.49933679282582,6.9,57.98,7.7,70.1,17.914767053525516,1680.533777385652,17.06365923442858,26.567146946509816,4,spoiled
389,Orange,False,3.0,92.3,191.924925748097,69.09502136235312,3.5,2.5,29.541304076597978,5.7,0.05,7.18,7.7,85.9,20.61037744195583,746.0815743857481,14.085107520486016,15.836880682686024,6,fresh
801,Tomato,True,1.6,91.1,174.551888334817,69.52621077373105,2.4,1.4,28.523198211877165,6.5,5.25,8.83,4.8,93.8,20.75264947009732,637.9673205822178,3.6461570704620665,9.538610384428502,5,fresh
1879,Blueberry,False,21.2,57.9,482.2569528027845,277.99777092868646,16.7,20.7,146.5108224813082,5.7,0.16,44.82,9.1,77.2,20.0643341453461,897.6779634384593,8.593315051824566,12.063444177602515,4,spoiled
1500,Kiwi,True,18.7,66.1,3213.2102248268084,2051.4065335422765,56.9,18.2,112.04171738821987,3.7310202075857077,1.3,47.38,9.3,69.7,19.52833692199306,899.5108068595455,31.761001045845195,20.485030998905536,4,spoiled
934,Papaya,True,3.2,93.2,196.3430720524516,62.97916942803725,4.4,2.4,18.99961884744899,6.0,1.36,17.98,7.9,86.3,20.93020594843465,664.354348873449,2.1951527430205813,9.65179965985713,3,fresh
4,Cucumber,False,2.2,91.0,136.03263336784244,47.70835862419926,2.1,1.4,23.913604128546993,6.8,0.04,7.15,1.3,95.4,20.826979590608506,630.9760449685745,4.8485022399612685,11.765169298001013,5,fresh
341,Watermelon,False,5.2,84.6,154.8204622436533,100.31452504748741,1.2,4.3,3.369705822714708,5.9,0.03,3.38,8.0,89.3,20.904019065887166,444.8209986145729,7.732751960407264,15.862303202129446,5,fresh
1845,Papaya,True,27.9,63.4,5422.893676255539,1655.0357081019254,59.1,27.5,202.21808402205448,4.438230435046441,0.8,84.46,11.1,74.6,19.76863771732359,1289.083219623166,11.810880489979088,5.341902104284001,3,spoiled
990,Blueberry,False,2.3,86.1,123.96575451794392,44.13637741279214,1.5,1.6,15.226711927455927,6.9,0.04,5.87,12.6,84.5,20.489866597736572,600.3370206642958,3.00918959809081,10.317147053987513,4,fresh
1906,Avocado,True,33.9,73.8,5919.542689397344,1844.4713233403368,197.3,33.2,322.721047398628,4.945833015279191,227.53,520.05,0.5,62.8,19.450234313163037,1248.6024661877818,8.972712765460203,9.452217022564426,6,spoiled
1792,Cucumber,False,25.6,58.9,1474.025161018585,659.3147680963664,20.0,24.9,395.21281453586397,5.033058912902247,0.25,43.89,0.9,81.8,19.95617882004259,1555.199927071541,12.747981936535524,11.424604431523832,5,spoiled
739,Strawberry,False,8.3,89.1,497.9244178175351,219.8741227983389,3.8,8.1,11.065949576782275,5.992932185533389,0.03,15.27,5.5,89.3,20.424600206686904,337.0932667315887,2.32087718749085,6.9343628796396946,2,fresh
533,Apple,True,8.2,88.0,358.55211172866393,134.2655219895739,3.2,7.3,13.407177235310009,6.4,0.84,12.16,10.5,84.3,20.78703364252544,496.9815601788933,3.2441385706141186,16.77520527286307,7,fresh
1886,Cherry,False,26.8,79.8,1167.37120051767,762.8426315422139,17.8,26.4,105.8806080295786,4.00207725673015,0.04,28.65,14.3,73.5,18.780299758680776,1336.6239181624842,7.014885597995995,4.1997601660708295,3,spoiled
1127,Grape,False,29.3,89.0,2190.5704484258345,1166.3712359765404,47.4,28.9,30.293933619464774,4.276656958506162,0.08,57.41,18.1,69.1,20.6690551567488,2406.3448644042974,17.03773960913719,8.629770314364505,4,spoiled
1596,Banana,True,22.0,64.7,5361.869989850396,1626.905883248579,74.9,21.6,243.1854369133138,4.360440660386473,159.24,146.43,11.8,66.2,20.695024890682134,891.8877898247434,10.622248795895594,7.842530243606043,4,spoiled
506,Mango,True,2.8,94.1,333.89258158363634,100.65219482886098,6.8,1.8,43.93263521787332,5.8,0.75,19.71,15.9,82.6,20.608593533027445,736.998709774693,7.156156995055289,12.933263621805612,5,fresh
400,Blueberry,False,4.0,87.6,154.77236820594726,54.92132414319116,3.5,3.4,43.66509805431488,6.4,0.05,11.05,13.7,83.4,20.50696381997036,506.14674831739893,5.860039210048782,12.290764215566988,4,fresh
130,Orange,False,30.4,76.7,566.2886863493555,402.7076358791837,16.8,30.1,258.1417859777192,6.860660858054893,0.29,64.57,0.5,83.4,18.631488941531597,1703.7900789933096,2.9905954738865783,29.34508209450034,6,fresh
1110,Peach,True,30.6,59.7,9421.604335625398,1919.0490332875327,206.5,29.7,221.39385455839755,5.160785295221937,87.57,398.62,8.4,77.4,19.806390604479837,1159.6919867699219,8.331603078096038,4.367889743803121,3,spoiled
1498,Grape,False,22.2,90.5,932.128406368169,1264.800621570776,18.4,21.4,175.3905195253784,4.158183166727079,0.15,24.07,13.8,69.6,19.791949648810423,1687.054690912114,14.193092269404696,13.746013922801367,4,spoiled
144,Avocado,True,4.8,92.9,469.72039554977334,117.9651541515235,7.0,3.8,0.6233351159890488,6.1,63.02,22.71,1.3,71.6,20.727389964594376,730.4712305752446,5.396074271927791,8.299232068425894,6,fresh
1109,Banana,True,33.8,68.5,8577.766164254384,2300.001881088427,71.9,33.6,354.2333397980675,4.719180177414519,518.52,170.1,10.8,64.4,18.861773801055737,1547.1181617298134,11.13413244520915,9.192626947159384,4,spoiled
1141,Papaya,True,27.8,63.2,6931.37545263229,2992.2446943237924,70.0,27.4,174.896137492974,5.160399809418838,1.03,138.18,7.4,74.3,19.409595039446806,1014.6747483364496,11.488824792948853,7.203701849540369,3,spoiled
936,Watermelon,False,18.9,67.7,497.8143579291899,393.80956912243823,5.3,18.5,202.0303690779993,6.0279189545259655,0.05,18.0,7.5,87.2,19.259459876304735,1039.067807169141,4.853077760521863,14.616983022544874,5,fresh
121,Banana,True,3.0,94.3,413.4837134322391,89.47611235928416,6.6,2.8,19.40630974275413,5.9,109.56,21.48,19.4,75.2,20.11493890630912,430.20776717558556,5.340838865472452,9.229338015933987,4,fresh
649,Cherry,False,7.0,85.7,202.42696323197754,109.9957981070046,1.8,6.2,13.283412422260687,6.5,0.05,7.63,12.8,80.4,20.391357899826577,764.3781275792295,2.0735591655806673,6.997833156628255,3,fresh
313,Pear,True,3.0,85.7,304.83766055480436,82.99675789110078,3.2,2.2,10.272096999121239,6.7,0.29,11.25,9.4,82.7,20.157790369229637,491.1218173501619,4.229105965886781,9.649928210739578,5,fresh
109,Pineapple,False,20.5,69.9,637.0020248131857,487.74788191999767,14.4,19.5,275.34146952736194,6.222811357064989,0.31,43.04,10.6,79.3,20.938765676180576,819.6206482312277,6.73726574127929,13.619602876828125,6,fresh
843,Kiwi,True,7.0,88.7,412.3298108428447,154.05895210415667,6.3,6.2,4.2555801394211725,6.4,0.14,21.55,9.5,81.1,20.361178121777403,531.6705802276751,4.524681308221814,19.037954959875393,4,fresh
322,Grape,False,31.4,76.3,958.5444940843462,661.0156842418496,17.5,30.8,231.66023763861546,4.646260368638473,0.1,60.78,14.6,76.3,18.76681592385188,1118.153360248174,4.361524081269376,8.308889390186575,4,fresh
672,Watermelon,False,2.2,89.0,134.29643490660771,44.181338600194096,1.3,1.3,38.721593699574164,6.8,0.02,4.71,7.1,91.3,20.049398840136185,418.79822491806374,3.638605188413132,19.28515009679128,5,fresh
1206,Mango,True,18.7,78.5,5297.560748168914,1194.8373136305333,105.0,17.9,92.98125515695281,3.5,0.91,88.33,15.0,70.7,17.918851545684404,1849.0588357950326,20.322214910513324,8.89375462063096,5,spoiled
246,Pineapple,False,5.8,88.7,148.79772991504203,101.05633754675125,3.1,4.9,43.19618239448198,6.1,0.17,11.99,13.7,84.3,20.473179497774403,613.5180493588017,2.933557658638364,13.350960300990053,6,fresh
170,Strawberry,False,2.8,89.8,170.90885182205105,46.32503779769636,2.3,1.8,41.81708416442004,6.6,0.05,9.38,6.2,88.9,20.996874233546436,604.5183033212545,2.1446597876879867,4.701750152095755,2,fresh
79,Grape,False,4.5,86.9,261.363958657196,129.26642909358753,1.8,3.7,48.712619550655425,5.543624986948771,0.07,5.22,14.8,79.6,20.590482932800455,726.8863137628252,6.796173562821037,8.16657114357003,4,fresh
558,Cucumber,False,21.1,96.0,325.27710257672874,218.62918693985617,8.1,20.6,185.36784545622973,6.8,0.13,31.09,2.2,92.5,18.457425876667397,1234.2530429423493,2.963605084486723,13.646201973519311,5,fresh
311,Pear,True,3.2,83.1,139.854751989675,44.39779314173282,3.3,2.6,6.716951638836405,6.6,3.72,14.75,13.9,84.0,20.565005116208877,404.66399273652644,1.248482276010844,10.693792480644763,5,fresh
1818,Peach,True,17.1,74.2,4326.026975010811,1173.9612114907525,26.7,16.3,199.46083992412488,5.284585354379172,90.1,61.16,8.0,82.8,19.160719043213177,2348.6199701797004,6.044177052785045,3.059454946168971,3,spoiled
636,Pear,True,31.4,65.8,1496.3862265131393,386.92426742731783,47.0,30.7,355.62860372281637,6.8,24.87,196.75,7.1,81.8,18.906584127273238,1435.6769539950737,1.9348490079706968,11.31287772922785,5,fresh
555,Orange,False,7.3,87.0,169.93052522268786,118.97754791275999,3.3,6.4,37.799186071306984,6.0,0.08,7.71,9.2,83.0,20.480658421535992,499.5974543006191,11.580204397004021,24.112481200883973,6,fresh
1195,Bell Pepper,False,21.9,64.2,493.99662530528065,340.14569349908004,18.2,21.6,106.46545826242001,5.1,0.17,38.87,3.4,79.1,20.62076383441484,1340.0453675352528,13.4038309784233,17.17133207155061,6,spoiled
1891,Watermelon,False,30.5,63.1,1333.011018332258,1584.532546417104,32.3,29.8,185.16957057919748,4.39519393549711,0.15,50.29,2.0,78.5,17.61414735969665,1890.510830829854,22.146071571175863,20.457688793859052,5,spoiled
959,Avocado,True,23.7,56.2,1249.5947810421621,484.9807699176033,57.3,23.0,280.87339909520233,6.5,142.19,204.07,0.8,69.9,19.58432456370831,1490.2281752041213,4.0276985983174205,9.399951794805329,6,fresh
99,Cherry,False,23.3,64.4,814.4886358908623,559.1455300106944,14.8,22.6,186.12848246832297,6.533087869968774,0.16,65.15,17.0,79.5,19.96605005807428,1420.2521334196836,1.3620612834676409,3.2315456046242605,3,fresh
189,Orange,False,5.4,91.3,137.67693435296198,93.5921719031385,3.4,4.5,40.6111584011751,6.7,0.05,9.46,7.6,84.5,20.05896757880504,318.0809908748143,7.892233964331037,23.677112151682508,6,fresh
708,Bell Pepper,False,6.7,85.2,203.11482430938702,119.8338832372432,3.2,6.1,32.72042268331334,6.0,0.04,8.27,4.8,90.5,20.084937087566338,725.9319118985147,9.302128123397976,14.61189724737229,6,fresh
487,Papaya,True,3.9,91.7,231.7264799911896,54.531414880793385,4.1,3.1,45.034664106730716,6.9,4.68,17.49,11.6,88.1,20.3631658989702,686.7940066338774,1.7289889410753534,8.442615671867237,3,fresh
205,Apple,True,21.2,81.1,598.1358913985775,229.66170524095975,5.2,20.2,138.74354630384164,6.5,0.59,22.53,8.6,84.5,19.908778079132148,1127.199111497221,1.5655092040621885,25.39503058267237,7,fresh
1371,Bell Pepper,False,20.2,89.9,779.7206602014304,391.5988289202028,12.9,19.3,158.10151469088623,4.417308968364621,0.11,26.89,3.2,79.4,18.358578334833368,1662.357720304141,13.995095662407632,17.876250013424624,6,spoiled
338,Pear,True,3.8,89.5,212.84399692094138,67.34878236210481,2.9,3.1,17.58676949479022,6.3,6.1,11.33,11.1,83.8,20.08576356165567,316.7058527957801,2.610168373919191,10.543868264916211,5,fresh
589,Banana,True,8.2,83.9,349.83062894191664,161.7480816027536,6.5,7.5,36.48873022699817,6.9,236.15,28.49,14.7,74.4,20.776705019246705,464.81369641116487,1.4531210972964375,7.168653335401419,4,fresh
1741,Pineapple,False,28.9,62.6,1414.5027982987456,936.1616531950692,96.1,28.7,362.4294022384212,4.705824144793471,0.84,127.22,10.1,72.3,19.292873226438868,1992.2055443948302,18.538960852378207,12.209445955116063,6,spoiled
1336,Cucumber,False,29.2,91.8,1857.3935250615389,941.7679176696728,42.0,28.3,172.3724291618195,3.764264572982075,0.55,52.97,2.1,81.4,18.102018365430087,901.4981784958636,17.581666093841704,10.387953239054234,5,spoiled
853,Blueberry,False,7.1,87.6,175.55286923672986,94.53667328726719,2.2,6.9,37.09587179252592,6.4,0.04,8.45,10.7,83.0,20.115569294634927,708.8873379195427,2.9754821152847795,13.971004822542064,4,fresh
1222,Apple,True,27.4,92.6,4729.522857981094,2431.269465038225,69.1,27.0,260.5343988840995,3.5928226463174995,3.53,39.86,7.3,71.5,18.088541378160738,1690.8111263801634,35.269921883406354,16.308395482542107,7,spoiled
402,Blueberry,False,7.0,84.8,154.25837848668814,94.34015233052034,3.0,6.1,1.7664401092806037,6.5,0.05,13.42,14.2,83.3,20.24089694168709,387.2659207298751,1.0696094288989553,11.338477547641252,4,fresh
1913,Grape,False,24.0,62.2,1361.4135672132236,827.7629957549583,9.0,23.5,182.95631622410275,4.780226137059629,0.22,25.39,16.1,73.5,20.82631391551329,1220.4249518745366,7.310266960667597,7.549157589904081,4,spoiled
1276,Strawberry,False,25.4,89.7,653.830523391858,858.0223025649422,27.7,24.5,284.248652694002,5.756949830087378,0.22,80.51,7.9,85.0,19.04622398058883,1055.0707233594449,4.516615077474293,5.704848946955437,2,spoiled
1320,Grape,False,27.0,89.0,1162.7592601382407,782.4496866444022,35.6,26.1,261.28810934845103,4.702025471217649,0.22,37.34,17.7,69.0,18.41774879278843,1649.2153867966972,12.015066730097253,8.005396800848645,4,spoiled
