Ambient_Temp,Humidity,Gas,VOC,CO,Core_Temp,Light,pH,Freshness,Source
18.509287,84.53252,4715.089,2146.305,230.6558,9.424755,236.47943,4.809252,fresh,GAN-Enhanced
19.01012,79.063614,4569.5244,1517.4254,217.83963,6.9818497,201.12253,4.6959395,fresh,GAN-Enhanced
16.834137,74.75691,4978.826,1684.027,257.00366,12.866348,219.70465,4.935959,fresh,GAN-Enhanced
19.822584,77.474045,3470.0078,1541.9918,251.60088,7.4087787,187.57115,4.6755424,fresh,GAN-Enhanced
17.620792,73.723114,5240.583,1563.8926,200.53453,12.87378,166.2606,4.697549,fresh,GAN-Enhanced
17.717163,71.85577,3616.3193,1247.9719,249.31877,8.74779,251.33083,4.5273266,fresh,GAN-Enhanced
19.801634,82.65622,3784.9038,1715.516,219.431,11.478878,245.49316,4.7768893,fresh,GAN-Enhanced
19.087553,78.89955,5193.415,1656.9941,229.42413,13.150222,252.89221,4.7048497,fresh,GAN-Enhanced
19.648266,82.95545,4855.8066,1702.604,200.38527,8.442219,188.78133,4.9934044,fresh,GAN-Enhanced
15.677105,81.6226,4599.439,1998.5139,232.08087,12.520777,191.92615,4.966396,fresh,GAN-Enhanced
19.810692,77.47854,4334.1,1549.5013,203.27306,9.455008,220.19173,5.1160936,fresh,GAN-Enhanced
19.050856,78.406105,5508.9727,1696.4387,217.70154,11.349626,227.7132,5.0279,fresh,GAN-Enhanced
18.404425,82.37149,3216.061,2095.3167,310.5289,10.676922,261.97516,4.7431493,fresh,GAN-Enhanced
18.85102,78.123116,5610.1406,1456.864,207.07697,11.013614,237.45128,4.7512617,fresh,GAN-Enhanced
17.370018,79.24374,4224.047,1618.8722,259.95346,10.659242,220.41783,4.688881,fresh,GAN-Enhanced
20.68688,74.66623,5490.1167,1489.3203,222.0144,11.340129,227.59651,4.586899,fresh,GAN-Enhanced
21.036867,75.38186,3654.103,1404.0857,234.11263,8.537635,165.11227,4.968404,fresh,GAN-Enhanced
20.90834,73.139725,4716.8066,1288.677,255.61853,10.607526,236.57224,4.8911643,fresh,GAN-Enhanced
16.660404,71.440475,4294.5938,1026.889,250.22476,11.271738,239.54387,4.455991,fresh,GAN-Enhanced
18.789742,75.07705,5058.197,1984.9214,235.16997,9.420661,240.85155,4.7035484,fresh,GAN-Enhanced
21.521393,80.715675,3141.829,1604.9014,298.99548,8.922096,226.61684,4.159857,fresh,GAN-Enhanced
21.28181,80.237724,4473.8345,1375.2711,240.30563,12.344634,256.85373,4.7863207,fresh,GAN-Enhanced
18.141365,78.52552,4887.346,1577.0471,246.22646,14.321854,226.58798,4.690237,fresh,GAN-Enhanced
20.995861,77.04605,4662.035,1053.9487,247.40192,10.233405,214.47346,4.7128096,fresh,GAN-Enhanced
20.172913,74.9083,3927.943,916.6858,267.3894,11.320503,181.47281,4.5049105,fresh,GAN-Enhanced
17.861086,72.78609,5632.828,1741.5242,241.1879,10.182585,207.83067,4.9571285,fresh,GAN-Enhanced
20.099047,75.09018,5904.8657,1408.0822,206.92522,9.520232,200.25768,4.9209604,fresh,GAN-Enhanced
22.328468,81.83548,6128.235,2074.0054,251.59076,11.746614,231.04805,4.3924837,fresh,GAN-Enhanced
18.085356,77.52556,6098.7754,1642.0433,253.46649,9.1870575,256.07703,4.7733903,fresh,GAN-Enhanced
16.960745,78.34145,5650.1904,1832.2634,225.68501,8.119573,234.42383,4.6893735,fresh,GAN-Enhanced
20.198729,72.65878,4648.369,1943.0039,216.50476,10.433753,230.77602,4.9235687,fresh,GAN-Enhanced
17.505621,81.18558,5751.79,1817.0479,190.2911,6.473278,220.22694,4.7489996,fresh,GAN-Enhanced
16.302399,78.64745,5383.6514,1444.6788,241.45428,12.077576,222.46436,4.941692,fresh,GAN-Enhanced
16.008196,68.36095,4692.19,1543.4628,231.74974,12.594709,253.67247,4.792025,fresh,GAN-Enhanced
17.744944,85.44474,5755.1743,1623.8138,239.0104,12.072715,226.50757,4.6370254,fresh,GAN-Enhanced
18.498138,81.25098,5223.7856,1612.6085,209.17636,9.859142,217.40755,4.6903524,fresh,GAN-Enhanced
20.296444,78.70126,7052.7905,1427.8746,252.16351,7.1730137,246.68712,4.7066107,fresh,GAN-Enhanced
18.900454,83.00912,5597.0073,1998.303,152.27766,9.181541,244.91841,4.576575,fresh,GAN-Enhanced
17.47717,72.6755,5468.452,1603.8615,172.77632,11.576267,180.29105,5.34684,fresh,GAN-Enhanced
20.179768,77.16923,6023.5225,1398.5555,187.87762,10.310519,213.93298,4.687933,fresh,GAN-Enhanced
17.130518,74.98486,4568.387,1585.7019,223.23804,12.924047,261.6247,4.8012495,fresh,GAN-Enhanced
19.687246,82.71624,6004.0684,1853.8142,263.61496,7.8337564,284.7245,4.251065,fresh,GAN-Enhanced
20.433014,71.47059,3744.2544,1159.5175,203.38147,14.074482,214.03145,4.666628,fresh,GAN-Enhanced
17.87471,79.915,2633.8691,1363.7926,308.83694,6.695801,277.03967,4.411275,fresh,GAN-Enhanced
19.990454,81.49842,5552.772,1820.7374,243.82492,10.115008,274.98672,5.1818027,fresh,GAN-Enhanced
18.400866,81.7097,4438.0176,2001.0946,198.7446,6.257257,181.44376,5.2043533,fresh,GAN-Enhanced
17.88767,74.36452,3604.1086,1137.7885,272.58795,8.271703,216.96155,4.6193714,fresh,GAN-Enhanced
20.795622,80.4326,4059.3538,1820.488,208.69333,10.871165,209.32867,4.846241,fresh,GAN-Enhanced
16.993645,74.69045,5809.6245,1526.5574,243.32622,11.204917,235.8373,4.871787,fresh,GAN-Enhanced
19.125706,76.55674,5090.8467,1582.3029,219.71881,14.670366,187.60876,4.2793264,fresh,GAN-Enhanced
19.617434,84.13857,3169.8235,1730.4486,185.41939,7.6224575,193.22769,4.702223,fresh,GAN-Enhanced
15.824457,81.73153,5062.3003,1857.733,239.005,7.575794,222.98125,4.813019,fresh,GAN-Enhanced
19.248884,88.19037,4411.271,2296.7334,229.62285,4.9875355,229.14156,5.105653,fresh,GAN-Enhanced
21.775555,76.824265,4369.0586,1425.2391,189.31877,12.330485,203.61179,5.096092,fresh,GAN-Enhanced
17.99771,84.92164,5687.927,1715.9583,271.57944,4.1203003,267.76047,4.441462,fresh,GAN-Enhanced
18.60635,80.627945,4400.329,1665.8043,200.05368,8.621101,238.41588,4.693232,fresh,GAN-Enhanced
18.8094,80.23955,4801.6016,2059.2434,236.24571,7.0086913,237.02954,4.742988,fresh,GAN-Enhanced
20.57307,69.31188,4245.1484,1324.0254,229.04112,15.033155,240.14052,4.924901,fresh,GAN-Enhanced
20.25698,78.0894,4895.807,1585.9297,206.99506,9.333654,261.96558,4.9671116,fresh,GAN-Enhanced
17.639349,77.390686,4258.8477,1446.5376,252.60739,7.257495,270.68872,4.92646,fresh,GAN-Enhanced
21.986067,78.52686,3736.1316,1969.4193,320.67062,4.6617956,266.1843,4.7876544,fresh,GAN-Enhanced
18.897497,75.80172,4926.2427,1626.3008,244.31226,10.734088,231.96799,4.797708,fresh,GAN-Enhanced
17.344116,76.3308,3173.3247,1355.3743,307.9873,9.008092,278.4874,4.3447485,fresh,GAN-Enhanced
20.548712,72.36142,4128.3447,1641.8735,296.45755,14.971269,218.06183,4.8024955,fresh,GAN-Enhanced
16.614119,82.60428,5260.672,1469.7278,228.39684,11.444708,200.54538,5.017433,fresh,GAN-Enhanced
18.588366,77.78335,5806.219,1774.4384,275.9682,9.306323,199.58145,4.748616,fresh,GAN-Enhanced
19.0481,77.69109,3107.665,1255.2086,252.18423,11.953722,180.09215,4.7471333,fresh,GAN-Enhanced
18.412687,82.00535,5231.398,2239.0686,256.63327,8.981232,227.62634,4.834533,fresh,GAN-Enhanced
20.426233,77.306595,4963.329,1706.5393,223.64789,14.492341,249.37325,5.0079136,fresh,GAN-Enhanced
17.337072,81.2245,3076.8533,1375.6604,235.8311,7.8142505,213.52908,4.8943105,fresh,GAN-Enhanced
16.326683,80.985214,3743.2585,2163.742,225.3199,7.5061107,194.57637,4.584629,fresh,GAN-Enhanced
19.424576,78.291145,4607.51,1408.5626,228.3818,8.7776165,275.7291,4.971935,fresh,GAN-Enhanced
16.767221,76.992874,4338.672,1953.2333,235.53825,9.306019,240.59908,4.6031513,fresh,GAN-Enhanced
20.596584,75.22734,4536.315,1205.1562,201.93207,10.120883,227.96884,4.1861954,fresh,GAN-Enhanced
23.595173,73.44979,3940.663,1584.2383,250.32294,14.969216,244.24176,4.7956243,fresh,GAN-Enhanced
16.629877,81.86441,4734.772,1738.644,193.40042,10.6179495,217.70938,5.3558807,fresh,GAN-Enhanced
17.039656,77.4376,4881.632,1283.265,208.99078,10.611845,207.17345,5.0378485,fresh,GAN-Enhanced
20.39667,77.0569,6439.5005,1787.3539,164.33786,10.490109,215.93268,4.721277,fresh,GAN-Enhanced
18.720205,81.93008,5363.4204,2064.136,238.56224,9.404736,207.77985,5.1756597,fresh,GAN-Enhanced
15.225246,77.12602,4128.163,1339.3915,262.96753,10.606939,241.7747,4.539677,fresh,GAN-Enhanced
20.073751,78.5713,5040.907,1673.2382,208.74681,11.205204,190.47417,4.8695173,fresh,GAN-Enhanced
14.431439,76.9039,5037.998,1514.4167,209.28952,9.023214,234.68019,4.47901,fresh,GAN-Enhanced
19.406462,74.400894,4674.1904,1352.3995,273.79977,10.283631,239.41254,5.046828,fresh,GAN-Enhanced
18.329464,68.87723,5535.2305,1088.8173,157.54007,14.834308,223.60931,4.6499915,fresh,GAN-Enhanced
17.967966,76.37252,4465.3706,1294.528,186.41173,10.819972,191.58762,4.4953547,fresh,GAN-Enhanced
20.827225,75.22308,4972.18,1401.3491,216.25961,6.762313,211.80473,5.239968,fresh,GAN-Enhanced
17.665642,78.554504,3705.9373,1593.3773,265.5123,13.470596,230.7016,4.854672,fresh,GAN-Enhanced
20.790731,80.50582,3562.9453,1294.2408,188.92569,10.02375,179.12672,4.6201854,fresh,GAN-Enhanced
16.757874,83.78,4221.5015,2208.4792,269.78885,7.220654,230.51062,4.7651057,fresh,GAN-Enhanced
19.876955,75.77598,3813.8784,1612.3107,197.90901,11.4683075,210.93343,5.042018,fresh,GAN-Enhanced
15.59519,74.93313,5330.966,1348.8766,168.8328,11.788444,207.65686,4.653636,fresh,GAN-Enhanced
19.212852,77.74598,6260.369,1683.1287,179.81738,8.152088,228.38467,5.0830874,fresh,GAN-Enhanced
18.045824,84.50456,5371.152,2193.5073,163.55489,9.936431,180.00769,5.3201494,fresh,GAN-Enhanced
17.115473,82.688416,4191.2812,1894.8279,205.7118,8.092117,184.358,4.626144,fresh,GAN-Enhanced
19.086771,75.73292,5731.2124,1654.9128,201.50067,9.868879,171.80956,5.007142,fresh,GAN-Enhanced
17.210524,83.030014,5621.589,2053.7646,212.83745,4.3967347,240.64621,4.9535437,fresh,GAN-Enhanced
16.448633,83.125565,4655.4087,1597.331,209.84308,7.6123466,192.45995,5.414106,fresh,GAN-Enhanced
17.405659,73.99678,5882.085,1551.5763,271.24304,9.984511,229.34755,5.289254,fresh,GAN-Enhanced
15.207053,81.85881,2383.3457,1029.5049,285.92493,8.427598,258.44302,3.838036,fresh,GAN-Enhanced
18.70659,78.68372,5546.324,1922.9757,239.64143,8.994593,221.93886,4.8045025,fresh,GAN-Enhanced
19.855179,77.156876,5999.0854,1624.7616,234.19135,15.633305,228.56932,4.4315753,fresh,GAN-Enhanced
20.773241,80.11009,4352.1333,1810.6436,218.3773,9.100448,234.52248,4.4378304,fresh,GAN-Enhanced
21.2513,72.36316,6029.602,1396.445,270.91733,14.435164,227.65744,5.0550838,fresh,GAN-Enhanced
21.1934,79.081825,6438.6475,1726.0807,230.64105,12.175946,222.45221,5.025826,fresh,GAN-Enhanced
19.927086,79.400566,5691.9644,1728.8408,212.52138,10.180684,226.92854,4.9528656,fresh,GAN-Enhanced
19.011288,83.46335,4927.2095,2017.2726,252.24731,4.8689938,254.75508,4.4546213,fresh,GAN-Enhanced
19.851337,75.66453,4203.2905,1765.1888,252.02444,11.238163,226.81676,4.7901707,fresh,GAN-Enhanced
18.115517,80.6399,5626.253,1710.2112,214.76451,11.97445,216.66039,4.616029,fresh,GAN-Enhanced
17.677448,74.117424,5295.271,1545.5101,195.74055,8.269052,215.25609,4.921568,fresh,GAN-Enhanced
17.016338,72.91222,5587.2515,1528.3088,249.45354,12.944457,213.47578,4.7229967,fresh,GAN-Enhanced
21.008263,79.10305,3454.4312,1319.3221,254.69875,10.962136,197.42935,4.1592712,fresh,GAN-Enhanced
19.00068,78.578026,4542.875,1573.7716,205.40475,7.0720463,214.3793,4.655434,fresh,GAN-Enhanced
18.836464,79.82415,4407.842,1299.8115,177.6444,10.741069,201.06168,4.744866,fresh,GAN-Enhanced
18.17109,77.861,4455.6074,1114.0769,155.76826,12.210019,192.66411,4.302749,fresh,GAN-Enhanced
22.25694,73.95663,4659.1104,1315.194,255.74554,12.00564,265.01248,4.5199738,fresh,GAN-Enhanced
20.903488,82.03818,4685.7134,1690.1376,278.348,8.530467,213.41405,4.8130574,fresh,GAN-Enhanced
21.419632,79.48795,4924.357,1446.8501,207.99443,8.802576,166.43231,4.8234463,fresh,GAN-Enhanced
22.142954,77.425735,4862.278,1549.0497,238.46733,9.613118,217.96321,4.788847,fresh,GAN-Enhanced
17.381773,76.48852,3525.9663,1882.8246,192.00372,13.570527,236.71301,4.420022,fresh,GAN-Enhanced
18.20239,81.898415,4421.192,1827.4031,262.2053,5.448011,223.4534,4.548489,fresh,GAN-Enhanced
15.71595,72.5559,3663.9233,1106.5093,231.18263,8.982522,225.56943,4.358735,fresh,GAN-Enhanced
17.128174,79.25168,4927.9233,1435.2281,189.17099,13.434275,227.58841,4.576391,fresh,GAN-Enhanced
18.426987,77.38778,5130.2617,1982.2662,273.22067,9.8907175,232.48773,4.638929,fresh,GAN-Enhanced
21.135868,67.45856,3915.339,1008.8487,295.59503,14.715148,251.20676,4.851831,fresh,GAN-Enhanced
15.106051,75.89493,5001.431,1450.777,231.75854,9.116272,206.36858,4.9371066,fresh,GAN-Enhanced
19.237076,75.240486,4850.7554,2007.1752,271.4223,8.569867,232.53848,4.919202,fresh,GAN-Enhanced
20.054626,86.59132,6455.0767,1845.4834,250.35504,7.1235948,237.84113,4.6443396,fresh,GAN-Enhanced
19.393656,78.47135,3940.4255,1500.3022,219.47252,10.610027,183.9252,4.756367,fresh,GAN-Enhanced
21.35922,79.90308,6837.9995,1587.7618,210.29373,9.906955,218.61465,4.961886,fresh,GAN-Enhanced
17.24793,75.19306,3951.864,1760.9263,261.23022,12.606911,221.42604,4.2851334,fresh,GAN-Enhanced
18.909666,79.216576,5031.74,1907.7733,219.34958,12.353288,188.07431,4.832409,fresh,GAN-Enhanced
20.781754,77.59801,4603.817,1975.8225,279.53452,8.686584,281.95926,4.4905186,fresh,GAN-Enhanced
17.11105,80.97539,5914.7886,1092.5732,186.92201,12.681901,198.33835,4.712572,fresh,GAN-Enhanced
19.227617,76.35565,3719.1135,1449.8232,216.99178,8.286937,216.25673,4.4286613,fresh,GAN-Enhanced
20.825193,73.66636,4470.941,1213.1677,253.65128,11.019287,171.07028,4.9368095,fresh,GAN-Enhanced
18.493916,83.92853,5122.411,1280.0657,191.6796,10.924942,214.94771,4.4604383,fresh,GAN-Enhanced
19.429882,72.79081,6345.217,1515.3435,224.17514,8.649193,201.82034,5.021691,fresh,GAN-Enhanced
20.337923,83.567696,4276.441,1720.9452,266.93896,6.148629,210.29985,5.0214753,fresh,GAN-Enhanced
20.32151,75.99564,6084.474,1364.6781,252.46428,9.255401,238.5774,4.9327345,fresh,GAN-Enhanced
16.914932,81.99164,3796.2983,2036.2798,216.07126,8.280649,247.99081,5.0280185,fresh,GAN-Enhanced
17.983368,78.630775,5512.178,1121.9766,182.19958,9.633627,223.96861,4.470359,fresh,GAN-Enhanced
18.770943,71.69429,5061.123,1496.0809,265.43262,9.768575,245.51422,4.4637957,fresh,GAN-Enhanced
22.250935,79.14414,4177.165,1500.6844,246.39789,11.666003,177.17894,4.7649183,fresh,GAN-Enhanced
18.500765,76.90864,4843.7524,1663.1154,283.8443,9.689733,236.19957,4.5696087,fresh,GAN-Enhanced
19.14806,72.242386,3980.5315,1455.8876,258.63196,13.913851,245.90143,4.2154264,fresh,GAN-Enhanced
23.217098,76.99127,3125.0977,1592.5271,216.77844,17.276138,270.08734,4.722462,fresh,GAN-Enhanced
18.852428,72.462524,6285.144,1500.5718,226.11916,10.64079,234.05275,4.6139326,fresh,GAN-Enhanced
14.419236,77.66038,4555.7266,1460.8673,231.9972,7.8097496,189.67606,4.638399,fresh,GAN-Enhanced
15.753178,73.82593,4278.1416,1101.4915,224.31757,13.207311,222.9116,4.694849,fresh,GAN-Enhanced
18.89764,78.09084,4223.312,1598.7505,284.7757,11.014176,279.05417,4.4228673,fresh,GAN-Enhanced
18.306374,77.70415,5428.197,1984.835,251.82364,9.787145,239.67163,4.4582667,fresh,GAN-Enhanced
17.105974,77.81219,4289.562,1240.3323,200.40169,6.325568,223.99959,4.9682045,fresh,GAN-Enhanced
18.46981,81.71781,4841.5933,1869.222,242.41704,6.9077973,135.21777,4.8059516,fresh,GAN-Enhanced
18.059492,77.33137,4568.866,1504.9208,268.45624,9.853465,265.50113,4.5658073,fresh,GAN-Enhanced
21.131603,72.88616,6838.9106,1417.921,260.32733,13.172454,240.33083,5.035452,fresh,GAN-Enhanced
20.622972,74.98208,5683.043,1982.5336,204.3177,12.867694,233.2917,5.0301757,fresh,GAN-Enhanced
16.798857,79.365585,5254.4927,1421.2056,192.70863,11.847554,204.49072,4.3130956,fresh,GAN-Enhanced
16.944605,78.66154,4413.5425,1597.2408,271.849,10.688789,262.83597,4.4536476,fresh,GAN-Enhanced
18.506506,81.67572,5417.933,1739.6847,212.36559,10.147328,258.3631,4.543582,fresh,GAN-Enhanced
20.30728,76.994095,4286.644,1400.2988,228.15668,12.988338,220.70058,4.875766,fresh,GAN-Enhanced
20.903397,84.53188,4488.498,1681.9908,282.21252,9.5472145,218.46228,5.3497353,fresh,GAN-Enhanced
17.671003,77.49517,7333.587,1581.0627,213.73682,11.134568,216.66594,4.8575835,fresh,GAN-Enhanced
19.244118,81.1511,5252.341,2274.9565,221.7355,9.978744,183.39256,4.873294,fresh,GAN-Enhanced
19.376682,78.82708,3932.0894,1667.6764,277.9615,8.452989,225.43077,4.710904,fresh,GAN-Enhanced
18.120817,78.42914,4541.051,1507.021,227.65565,10.336839,195.2601,4.6347766,fresh,GAN-Enhanced
20.72481,81.9337,6135.4897,1604.8636,249.39095,5.278262,191.15514,4.805347,fresh,GAN-Enhanced
20.123415,72.54437,4697.9346,1791.4292,259.6342,12.787073,277.09882,4.907181,fresh,GAN-Enhanced
20.1177,70.76303,4798.7554,1283.9415,211.77669,12.99747,225.3003,4.5915594,fresh,GAN-Enhanced
19.942366,80.95492,6724.745,1797.7516,251.30917,9.182384,247.15552,4.4288483,fresh,GAN-Enhanced
17.000769,78.984436,4200.0894,874.5306,202.62111,13.041344,203.61118,4.777922,fresh,GAN-Enhanced
17.49111,80.775024,3114.3933,2012.5171,212.57964,7.0023065,189.15408,4.850943,fresh,GAN-Enhanced
20.473572,74.17817,5724.0356,1067.5814,259.2573,8.118434,187.49629,5.0085077,fresh,GAN-Enhanced
18.290403,80.86813,4115.863,1996.7234,264.56418,7.0247664,237.35223,4.907357,fresh,GAN-Enhanced
16.248474,71.90562,4446.1826,1428.0651,200.27785,11.093021,191.99162,4.953605,fresh,GAN-Enhanced
20.994377,72.74682,4859.481,1297.0881,224.12613,12.870826,193.16216,4.831234,fresh,GAN-Enhanced
18.511177,80.924706,5313.673,1758.4122,240.73811,10.285632,240.74136,4.5765634,fresh,GAN-Enhanced
17.048967,80.6176,4353.699,1736.4396,310.67133,6.232132,229.04073,4.696837,fresh,GAN-Enhanced
19.69153,75.71349,4805.278,1314.4932,213.14195,11.546403,208.76767,4.467094,fresh,GAN-Enhanced
22.221275,70.090355,4817.848,1185.8331,213.10544,13.038474,190.10048,5.231143,fresh,GAN-Enhanced
20.0546,76.75495,4167.633,1439.7346,272.4642,10.02958,271.7511,4.773654,fresh,GAN-Enhanced
18.43554,76.98584,5098.928,1621.2681,235.76085,9.813132,186.99438,4.6691666,fresh,GAN-Enhanced
21.102901,76.539276,5398.4463,1835.4248,202.92432,7.870953,254.63559,4.860516,fresh,GAN-Enhanced
16.847763,77.52877,5038.0254,1284.243,222.34766,13.497994,229.9249,4.534254,fresh,GAN-Enhanced
21.329607,77.41196,5008.6,1523.241,278.34445,8.587608,254.92783,4.912651,fresh,GAN-Enhanced
21.424952,78.12132,5948.597,1257.8934,205.15923,11.401803,192.4418,4.758608,fresh,GAN-Enhanced
17.513832,76.40939,4591.696,1345.8779,205.54874,10.104305,262.63803,4.355799,fresh,GAN-Enhanced
16.772636,82.52745,5215.799,2170.0203,170.69061,7.0670586,267.631,5.173159,fresh,GAN-Enhanced
17.921347,76.9573,5748.8857,1727.492,194.41266,11.431542,218.01541,4.945251,fresh,GAN-Enhanced
20.384317,81.42601,5530.13,1480.7723,234.52103,11.687951,201.25482,5.058114,fresh,GAN-Enhanced
21.089796,76.55765,4092.0222,1325.8058,207.74878,14.539361,216.44522,4.7470775,fresh,GAN-Enhanced
21.07917,68.120346,4066.0605,839.44226,257.22137,12.832336,207.2419,4.721741,fresh,GAN-Enhanced
17.848166,75.14611,4881.0566,1354.6283,248.52083,7.017843,269.2813,4.69258,fresh,GAN-Enhanced
21.071178,78.23921,5865.0215,1230.0248,176.06137,8.677273,195.29355,4.308937,fresh,GAN-Enhanced
18.173527,78.50974,6787.38,1311.3986,216.65837,14.209764,198.26694,4.4064207,fresh,GAN-Enhanced
18.087141,84.02342,4319.944,1713.2354,195.3553,11.956131,223.89697,4.9032717,fresh,GAN-Enhanced
16.361557,81.18688,4966.4785,1565.8844,197.14644,9.380006,171.84355,4.8570995,fresh,GAN-Enhanced
23.299202,78.82949,3211.4246,1322.7467,276.65274,10.539577,261.15463,4.923287,fresh,GAN-Enhanced
19.201494,73.494125,3921.8354,935.35126,263.00354,12.723713,259.61978,4.062655,fresh,GAN-Enhanced
20.730005,70.27966,3499.99,1335.0902,206.6405,14.860625,222.46048,4.521683,fresh,GAN-Enhanced
18.175762,79.76365,5011.183,1940.0778,196.80908,10.956899,183.29762,4.63958,fresh,GAN-Enhanced
17.0412,76.52131,4032.3118,1539.0076,198.32317,8.515136,209.73717,5.0174613,fresh,GAN-Enhanced
17.7396,79.95224,5659.3584,997.5258,262.5662,9.742128,196.12401,4.6982365,fresh,GAN-Enhanced
17.843042,80.870705,3719.9448,1576.9003,220.1926,4.936395,223.0319,4.666355,fresh,GAN-Enhanced
19.659048,79.64957,4957.5063,1564.543,216.71025,9.525787,265.34888,4.4398203,fresh,GAN-Enhanced
17.726345,83.811005,4676.817,2218.6248,209.19789,9.11878,227.54602,4.7484994,fresh,GAN-Enhanced
17.8687,81.07954,3645.2449,1334.0424,215.80743,8.897519,246.12196,4.678793,fresh,GAN-Enhanced
20.169582,73.91632,4660.072,1473.8339,195.33533,6.122225,178.58582,4.6208825,fresh,GAN-Enhanced
18.395868,73.93538,5508.659,1628.2638,224.17418,8.865342,241.96191,5.1017103,fresh,GAN-Enhanced
17.224337,82.92294,5267.1553,1965.139,248.36647,5.7803416,215.37454,4.8728733,fresh,GAN-Enhanced
17.123806,74.771904,4830.5903,1572.4647,196.18645,13.784475,203.46344,4.705266,fresh,GAN-Enhanced
19.481415,76.183846,5506.0713,1683.0284,245.16045,14.97655,210.60997,5.14587,fresh,GAN-Enhanced
16.812372,82.008545,5400.736,1778.7651,204.33722,8.703343,232.98318,4.7383695,fresh,GAN-Enhanced
18.90413,86.45048,4433.219,1488.8331,231.76662,8.483455,176.49568,5.0764356,fresh,GAN-Enhanced
19.301853,76.08137,4959.36,1599.6901,234.63304,7.3192096,245.18741,5.032463,fresh,GAN-Enhanced
19.532373,82.55349,6554.7026,2045.9227,174.0771,10.242568,189.73967,4.6915693,fresh,GAN-Enhanced
19.674412,74.81361,4777.215,1330.9045,207.54056,11.192376,166.32834,5.2708683,fresh,GAN-Enhanced
19.583813,83.57017,4349.229,1368.8912,235.89415,10.11112,266.4942,4.62716,fresh,GAN-Enhanced
19.339523,78.90501,3835.9604,1719.7126,231.85081,10.097514,193.97734,4.720075,fresh,GAN-Enhanced
16.672472,75.51379,3415.9326,1137.6072,226.46695,10.346312,202.84572,4.611975,fresh,GAN-Enhanced
17.420073,71.76718,4555.4478,1765.1283,290.07916,12.711463,207.74316,4.9697313,fresh,GAN-Enhanced
21.564695,77.44435,4495.722,1744.6818,253.26831,11.998433,217.71712,5.0366,fresh,GAN-Enhanced
16.79922,76.869026,4984.4883,2037.0996,262.31805,10.164334,205.99817,4.975623,fresh,GAN-Enhanced
19.494076,77.25993,4750.557,1743.226,223.91571,10.965799,232.52963,4.892791,fresh,GAN-Enhanced
20.422752,70.53057,3754.9673,1264.186,227.37086,13.128406,228.0966,4.3871007,fresh,GAN-Enhanced
17.763582,76.271805,4869.6934,1180.4908,205.31071,11.115559,218.82036,4.6894445,fresh,GAN-Enhanced
19.446491,74.79272,5074.292,1589.0079,214.64479,11.91928,199.08772,4.8414183,fresh,GAN-Enhanced
18.106058,79.301056,4729.027,1927.7576,253.02051,13.933968,238.17587,4.897898,fresh,GAN-Enhanced
20.92596,76.92043,3267.171,1192.2152,243.2542,8.796051,203.75371,4.598219,fresh,GAN-Enhanced
18.645618,79.52351,3415.7793,1843.6587,256.54633,8.112141,208.09001,4.756843,fresh,GAN-Enhanced
16.358244,87.72353,6385.89,2225.6975,205.65334,4.2847238,260.15356,5.2841797,fresh,GAN-Enhanced
18.56967,78.38973,5887.728,1683.2003,297.59937,9.801321,250.86742,4.793368,fresh,GAN-Enhanced
16.71314,81.79986,3838.3318,1954.3954,275.4459,8.236219,201.62482,4.3723073,fresh,GAN-Enhanced
17.68876,75.71326,3589.2852,1225.0582,238.36595,6.647702,225.35674,4.7617283,fresh,GAN-Enhanced
19.098423,79.73867,3651.7207,2112.0134,210.71887,11.291356,181.07591,5.1191983,fresh,GAN-Enhanced
18.857428,82.612404,4148.3022,1707.6682,201.9998,9.589117,174.81123,4.9285746,fresh,GAN-Enhanced
17.446346,77.7386,4016.2754,2209.7117,225.98714,10.642213,222.64833,5.133398,fresh,GAN-Enhanced
19.21397,83.19122,3835.0369,1786.755,263.66818,9.979327,214.12094,4.8037815,fresh,GAN-Enhanced
19.6514,72.28499,3451.831,1027.0208,256.38776,11.772036,232.01054,4.8977056,fresh,GAN-Enhanced
16.906803,78.81666,5419.423,1710.0316,258.25998,11.586404,230.33087,4.7443924,fresh,GAN-Enhanced
21.215181,83.187485,5217.403,1336.0176,279.40857,14.470491,235.1065,4.36064,fresh,GAN-Enhanced
19.055843,78.01957,4455.04,1887.0671,236.78853,12.723155,232.68353,4.722329,fresh,GAN-Enhanced
18.193,79.078285,4498.166,2291.7236,228.88422,9.138205,215.3185,4.888119,fresh,GAN-Enhanced
17.62479,77.33412,4880.7017,1302.5048,232.98312,17.089054,191.46043,4.479122,fresh,GAN-Enhanced
18.642658,82.84887,6708.4175,1708.8344,208.228,10.057577,223.7139,4.781544,fresh,GAN-Enhanced
16.107973,81.96644,3853.5876,1555.9409,202.04689,11.850508,204.32033,4.6940603,fresh,GAN-Enhanced
18.198072,76.54523,4216.5327,1701.6238,230.36476,8.596213,242.38536,4.628899,fresh,GAN-Enhanced
21.162024,79.79082,4170.3228,1867.5549,248.31236,5.1340203,201.56067,4.684764,fresh,GAN-Enhanced
16.505314,81.31478,4237.956,1712.7418,169.6629,4.8395553,246.6043,5.030758,fresh,GAN-Enhanced
20.495066,78.33184,5206.433,1429.514,265.72076,10.410393,196.86354,4.8269644,fresh,GAN-Enhanced
